Prest.,Atleta,Anno,Società,Città,Data
32.05,CANOVA Luca,91,ANA ATL.FELTRE,Rosa,15/06/2008
50.47,TREVISAN David,94,ANA ATL.FELTRE,Saronno,26/06/2010
47.02,TREVISAN David,94,ANA ATL.FELTRE,Rieti,03/10/2010
46.47,TREVISAN David,94,ANA ATL.FELTRE,Mogliano Veneto,18/09/2010
44.08,TREVISAN David,94,ANA ATL.FELTRE,Mestre,08/05/2010
39.06,TREVISAN David,94,ANA ATL.FELTRE,Verona,02/06/2010
36.00,TREVISAN David,94,ANA ATL.FELTRE,Belluno,10/04/2010
34.15,DA COL Fabio,93,ANA ATL.FELTRE,Verona,02/06/2010
30.93,DA COL Fabio,93,ANA ATL.FELTRE,Mestre,08/05/2010
53.16,TREVISAN David,94,ANA ATL.FELTRE,Vicenza,21/05/2011
51.48,TREVISAN David,94,ANA ATL.FELTRE,Rieti,02/10/2011
48.24,TREVISAN David,94,ANA ATL.FELTRE,Treviso,17/04/2011
48.10,TREVISAN David,94,ANA ATL.FELTRE,Rovigo,07/05/2011
44.36,TREVISAN David,94,ANA ATL.FELTRE,Saronno,11/06/2011
25.70,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Bastia Umbra,23/06/2012
38.74,CICCOMASCOLO Lorenzo,97,ANA ATL.FELTRE,Treviso,21/04/2013
36.95,DE MARTINI Alessandro,97,ANA ATL.FELTRE,Trento,08/06/2013
36.68,DE MARTINI Alessandro,97,ANA ATL.FELTRE,Vicenza,18/05/2013
36.16,CICCOMASCOLO Lorenzo,97,ANA ATL.FELTRE,Montebelluna,04/05/2013
43.61,DE MARTINI Alessandro,97,ANA ATL.FELTRE,Trento,04/10/2014
42.64,DE MARTINI Alessandro,97,ANA ATL.FELTRE,Padova,20/09/2014
39.01,DE MARTINI Alessandro,97,ANA ATL.FELTRE,Caorle,31/05/2014
34.91,DE MARTINI Alessandro,97,ANA ATL.FELTRE,Vicenza,03/05/2014
29.54,CORSO Lorenzo,99,ANA ATL.FELTRE,Aquila,03/10/2015
36.12,CORSO Lorenzo,99,ANA ATL.FELTRE,Bovolone,01/10/2016
38.11,BERTOLDIN Davide,01,ANA ATL.FELTRE,Chiari,30/09/2017
37.98,BERTOLDIN Davide,01,ANA ATL.FELTRE,Vicenza,13/05/2017
35.85,BERTOLDIN Davide,01,ANA ATL.FELTRE,Bovolone,29/09/2018
33.72,BERTOLDIN Davide,01,ANA ATL.FELTRE,Vicenza,15/09/2018
22.31,SCOPEL Simone,06,ANA ATL.FELTRE,Lana,24/04/2022
32.05,CANOVA Luca,91,ANA ATL.FELTRE,Rosa,15/06/2008
50.47,TREVISAN David,94,ANA ATL.FELTRE,Saronno,26/06/2010
47.02,TREVISAN David,94,ANA ATL.FELTRE,Rieti,03/10/2010
46.47,TREVISAN David,94,ANA ATL.FELTRE,Mogliano Veneto,18/09/2010
44.08,TREVISAN David,94,ANA ATL.FELTRE,Mestre,08/05/2010
39.06,TREVISAN David,94,ANA ATL.FELTRE,Verona,02/06/2010
36.00,TREVISAN David,94,ANA ATL.FELTRE,Belluno,10/04/2010
34.15,DA COL Fabio,93,ANA ATL.FELTRE,Verona,02/06/2010
30.93,DA COL Fabio,93,ANA ATL.FELTRE,Mestre,08/05/2010
53.16,TREVISAN David,94,ANA ATL.FELTRE,Vicenza,21/05/2011
51.48,TREVISAN David,94,ANA ATL.FELTRE,Rieti,02/10/2011
48.24,TREVISAN David,94,ANA ATL.FELTRE,Treviso,17/04/2011
48.10,TREVISAN David,94,ANA ATL.FELTRE,Rovigo,07/05/2011
44.36,TREVISAN David,94,ANA ATL.FELTRE,Saronno,11/06/2011
25.70,DOGLIONI Giorgio,96,ANA ATL.FELTRE,Bastia Umbra,23/06/2012
38.74,CICCOMASCOLO Lorenzo,97,ANA ATL.FELTRE,Treviso,21/04/2013
36.95,DE MARTINI Alessandro,97,ANA ATL.FELTRE,Trento,08/06/2013
36.68,DE MARTINI Alessandro,97,ANA ATL.FELTRE,Vicenza,18/05/2013
36.16,CICCOMASCOLO Lorenzo,97,ANA ATL.FELTRE,Montebelluna,04/05/2013
43.61,DE MARTINI Alessandro,97,ANA ATL.FELTRE,Trento,04/10/2014
42.64,DE MARTINI Alessandro,97,ANA ATL.FELTRE,Padova,20/09/2014
39.01,DE MARTINI Alessandro,97,ANA ATL.FELTRE,Caorle,31/05/2014
34.91,DE MARTINI Alessandro,97,ANA ATL.FELTRE,Vicenza,03/05/2014
29.54,CORSO Lorenzo,99,ANA ATL.FELTRE,Aquila,03/10/2015
36.12,CORSO Lorenzo,99,ANA ATL.FELTRE,Bovolone,01/10/2016
38.11,BERTOLDIN Davide,01,ANA ATL.FELTRE,Chiari,30/09/2017
37.98,BERTOLDIN Davide,01,ANA ATL.FELTRE,Vicenza,13/05/2017
35.85,BERTOLDIN Davide,01,ANA ATL.FELTRE,Bovolone,29/09/2018
33.72,BERTOLDIN Davide,01,ANA ATL.FELTRE,Vicenza,15/09/2018
22.31,SCOPEL Simone,06,ANA ATL.FELTRE,Lana,24/04/2022
