Prest.,Atleta,Anno,Società,Città,Data
8:16.30,NICOLETTO Giada,94,ANA ATL.FELTRE,Bastia Umbra,11/06/2011
8:22.13,NICOLETTO Giada,94,ANA ATL.FELTRE,Rieti,02/10/2011
7:22.11,D'ALBERTO Arianna,00,ANA ATL.FELTRE,Caorle,27/05/2017
7:22.29,D'ALBERTO Arianna,00,ANA ATL.FELTRE,Rieti,16/06/2017
7:39.29,D'ALBERTO Arianna,00,ANA ATL.FELTRE,Bressanone,04/06/2017
7:26.72,D'ALBERTO Arianna,00,ANA ATL.FELTRE,San Biagio Di Callalta,29/04/2018
7:49.50,D'ALBERTO Arianna,00,ANA ATL.FELTRE,Firenze,04/05/2019
8:28.02,DE CARLI Matilde,05,ANA ATL.FELTRE,Cles,25/09/2021
8:37.06,DE CARLI Matilde,05,ANA ATL.FELTRE,Verona,11/09/2021
9:02.71,FANTINEL Sara,05,ANA ATL.FELTRE,Vicenza,16/05/2021
7:36.26,COLUSSI Leila,06,ANA ATL.FELTRE,Caorle,21/05/2022
7:38.8,COLUSSI Leila,06,ANA ATL.FELTRE,Feltre,27/04/2022
7:39.91,COLUSSI Leila,06,ANA ATL.FELTRE,Milano,17/06/2022
7:46.05,COLUSSI Leila,06,ANA ATL.FELTRE,Verona,07/05/2022
7:21.01,COLUSSI Leila,06,ANA ATL.FELTRE,Venezia,09/09/2023
7:25.05,COLUSSI Leila,06,ANA ATL.FELTRE,Caorle,23/06/2023
7:26.56,COLUSSI Leila,06,ANA ATL.FELTRE,Venezia,13/06/2023
7:27.43,COLUSSI Leila,06,ANA ATL.FELTRE,Borgo Valbelluna,06/05/2023
7:37.3,COLUSSI Leila,06,ANA ATL.FELTRE,Belluno,26/04/2023
8:07.74,MENEGAZZO Silvia,07,ANA ATL.FELTRE,Caorle,23/06/2023
8:08.4,MENEGAZZO Silvia,07,ANA ATL.FELTRE,Belluno,26/04/2023
8:11.35,MENEGAZZO Silvia,07,ANA ATL.FELTRE,Venezia,13/06/2023
8:24.80,MENEGAZZO Silvia,07,ANA ATL.FELTRE,Borgo Valbelluna,06/05/2023
8:26.92,MENEGAZZO Silvia,07,ANA ATL.FELTRE,Venezia,09/09/2023
8:16.30,NICOLETTO Giada,94,ANA ATL.FELTRE,Bastia Umbra,11/06/2011
8:22.13,NICOLETTO Giada,94,ANA ATL.FELTRE,Rieti,02/10/2011
7:22.11,D'ALBERTO Arianna,00,ANA ATL.FELTRE,Caorle,27/05/2017
7:22.29,D'ALBERTO Arianna,00,ANA ATL.FELTRE,Rieti,16/06/2017
7:39.29,D'ALBERTO Arianna,00,ANA ATL.FELTRE,Bressanone,04/06/2017
7:26.72,D'ALBERTO Arianna,00,ANA ATL.FELTRE,San Biagio Di Callalta,29/04/2018
7:49.50,D'ALBERTO Arianna,00,ANA ATL.FELTRE,Firenze,04/05/2019
8:28.02,DE CARLI Matilde,05,ANA ATL.FELTRE,Cles,25/09/2021
8:37.06,DE CARLI Matilde,05,ANA ATL.FELTRE,Verona,11/09/2021
9:02.71,FANTINEL Sara,05,ANA ATL.FELTRE,Vicenza,16/05/2021
7:36.26,COLUSSI Leila,06,ANA ATL.FELTRE,Caorle,21/05/2022
7:38.8,COLUSSI Leila,06,ANA ATL.FELTRE,Feltre,27/04/2022
7:39.91,COLUSSI Leila,06,ANA ATL.FELTRE,Milano,17/06/2022
7:46.05,COLUSSI Leila,06,ANA ATL.FELTRE,Verona,07/05/2022
7:21.01,COLUSSI Leila,06,ANA ATL.FELTRE,Venezia,09/09/2023
7:25.05,COLUSSI Leila,06,ANA ATL.FELTRE,Caorle,23/06/2023
7:26.56,COLUSSI Leila,06,ANA ATL.FELTRE,Venezia,13/06/2023
7:27.43,COLUSSI Leila,06,ANA ATL.FELTRE,Borgo Valbelluna,06/05/2023
7:37.3,COLUSSI Leila,06,ANA ATL.FELTRE,Belluno,26/04/2023
8:07.74,MENEGAZZO Silvia,07,ANA ATL.FELTRE,Caorle,23/06/2023
8:08.4,MENEGAZZO Silvia,07,ANA ATL.FELTRE,Belluno,26/04/2023
8:11.35,MENEGAZZO Silvia,07,ANA ATL.FELTRE,Venezia,13/06/2023
8:24.80,MENEGAZZO Silvia,07,ANA ATL.FELTRE,Borgo Valbelluna,06/05/2023
8:26.92,MENEGAZZO Silvia,07,ANA ATL.FELTRE,Venezia,09/09/2023
