Prest.,Atleta,Anno,Società,Città,Data
1h08:17,SACCHET Lucio,81,ANA ATL.FELTRE,Dolo,03/04/2016
1h08:53,POLESANA Federico,94,ANA ATL.FELTRE,Mira,12/04/2015
1h10:48,MINELLA Loris,86,ANA ATL.FELTRE,Palmanova,19/11/2017
1h11:55,SPADA Nicola,85,ANA ATL.FELTRE,Treviso,11/10/2015
1h13:48,CECCHIN Simone,96,ANA ATL.FELTRE,Genova,16/04/2023
1h15:23,RECH Omar,87,ANA ATL.FELTRE,Riva Del Garda,18/11/2007
1h15:50,MAHJOUBI Abdelaziz,67,ANA ATL.FELTRE,Verona,15/02/2015
1h18:22,PAULETTI Michele,99,ANA ATL.FELTRE,Genova,16/04/2023
1h20:17,EBOLI Livio,77,ANA ATL.FELTRE,Cittadella,27/12/2015
1h20:35,DALLA PALMA Davide,90,ANA ATL.FELTRE,Genova,16/04/2023
1h20:53,POLLONI Michele,91,ANA ATL.FELTRE,Trento,02/10/2022
1h21:32,BEE Ivo,71,ANA ATL.FELTRE,Paese,09/11/2014
1h22:05,DE BORTOLI Isidoro,83,ANA ATL.FELTRE,Piacenza,03/05/2015
1h22:52,TODESCO Arno,65,ANA ATL.FELTRE,Verona,15/02/2015
1h23:01,SCHENAL Francesco,89,ANA ATL.FELTRE,Cittadella,15/12/2019
1h24:27,FANTINEL Daniele,69,ANA ATL.FELTRE,Jesolo,20/05/2023
1h24:30,ZANOLLA Roberto,78,ANA ATL.FELTRE,Stra,06/04/2014
1h24:35,MAHJOUBI Ali,66,ANA ATL.FELTRE,Pordenone,30/09/2018
1h27:26,ZANNINI Simone,76,ANA ATL.FELTRE,Riva Del Garda,08/11/2015
1h28:06,PATERNESI Marco,73,ANA ATL.FELTRE,Pordenone,30/09/2018
1h32:20,ROMANIN Cristian,72,ANA ATL.FELTRE,Brugnera,15/03/2015
1h32:36,DALLA CORTE Christian,82,ANA ATL.FELTRE,Agrigento,03/03/2019
1h34:38,BEE Marco,68,ANA ATL.FELTRE,Treviso,12/10/2014
1h47:41,PERER Marco,57,ANA ATL.FELTRE,Conegliano,06/03/2016
1h48:51,GASPARO Mauro,59,ANA ATL.FELTRE,Cittadella,16/12/2018
1h51:29,SAMPIERI Danilo,64,ANA ATL.FELTRE,Vittorio Veneto,18/03/2018
1h51:50,IULIANO Salvatore,58,ANA ATL.FELTRE,Treviso,08/10/2017
1h53:38,DA RIN DE MONEGO Gianluca,70,ANA ATL.FELTRE,Dolo,03/04/2022
1h54:01,RASI CALDOGNO Adriano,55,ANA ATL.FELTRE,Treviso,08/10/2017
